id_usuario,edad,género,ubicación,tipo_viajero,id_reserva,fecha_reserva,fecha_viaje,antelacion_reserva,duracion_viaje,numero_personas,tipo_paquete,costo_total,metodo_pago,destino,tipo_alojamiento,clase_vuelo,actividades_reservadas,numero_noches_estancia,promocion_aplicada,fuente_reserva,estado_reserva,mes_reserva,mes_viaje,estacionalidad,cancelacion_reserva,calificacion_usuario,comentarios,gasto_por_persona,gasto_por_duracion,rango_edad
U0487,50,otro,uk,negocios,R00487,2024-03-19,2024-11-14,357,7,3,vuelo_hotel,589.08,transferencia_bancaria,nueva_york,hotel,ejecutiva,Sin actividad,3,no,app_móvil,cancelada,9,2,temporada_alta,si,2,no_me_gustó_el_servicio,196.36,84.15,51-60
U0488,63,masculino,india,turista,R00488,2024-02-08,2024-04-22,147,14,3,vuelo_hotel,646.06,paypal,roma,resort,primera_clase,Sin actividad,7,si,sitio_web,cancelada,12,5,temporada_baja,no,4,recomendado,215.35,46.15,60+
U0489,38,masculino,mexico,negocios,R00489,2024-04-22,2024-05-16,19,4,2,vuelo_hotel,722.88,transferencia_bancaria,londres,airbnb,económica,Sin actividad,7,no,agente_de_viajes,pendiente,10,4,temporada_baja,no,4,todo_bien,361.44,180.72,31-40
U0490,34,femenino,australia,turista,R00490,2024-02-07,2024-03-24,294,1,3,vuelo_hotel_tour,1024.39,transferencia_bancaria,barcelona,airbnb,económica,Sin actividad,3,no,app_móvil,pendiente,2,1,temporada_alta,no,1,no_me_gustó_el_servicio,341.46,1024.39,31-40
U0491,48,masculino,uk,negocios,R00491,2024-04-03,2024-04-11,224,13,1,solo_vuelo,1527.83,transferencia_bancaria,roma,Sin alojamiento,ejecutiva,Sin actividad,2,no,sitio_web,cancelada,9,2,temporada_baja,si,3,todo_bien,1527.83,117.53,41-50
U0492,43,femenino,uk,turista,R00492,2024-02-26,2024-07-14,180,3,4,vuelo_hotel,1601.31,transferencia_bancaria,barcelona,hotel,ejecutiva,Sin actividad,5,no,sitio_web,confirmada,3,2,temporada_alta,si,5,todo_bien,400.33,533.77,41-50
U0493,51,femenino,alemania,turista,R00493,2024-03-23,2024-05-25,93,9,1,vuelo_hotel_tour,645.04,paypal,tokio,resort,económica,Sin actividad,7,si,app_móvil,pendiente,4,5,temporada_baja,si,4,excelente_viaje,645.04,71.67,51-60
U0494,63,otro,india,turista,R00494,2024-01-21,2024-09-20,3,2,3,vuelo_hotel_tour,156.42,paypal,paris,airbnb,económica,Sin actividad,7,si,app_móvil,pendiente,11,2,temporada_alta,no,3,recomendado,52.14,78.21,60+
U0495,22,otro,india,negocios,R00495,2024-11-17,2024-12-14,23,11,2,vuelo_hotel_tour,1113.02,transferencia_bancaria,roma,airbnb,primera_clase,tour_en_bus,2,no,app_móvil,cancelada,3,7,temporada_alta,si,5,recomendado,556.51,101.18,19-30
U0496,38,femenino,españa,turista,R00496,2024-02-06,2024-02-20,147,1,4,solo_vuelo,1633.75,tarjeta_de_crédito,tokio,Sin alojamiento,económica,Sin actividad,5,no,agente_de_viajes,cancelada,1,5,temporada_alta,si,1,problemas_con_la_reserva,408.44,1633.75,31-40
U0497,59,masculino,uk,turista,R00497,2024-03-03,2024-12-13,337,7,4,vuelo_hotel,212.3,tarjeta_de_crédito,paris,airbnb,ejecutiva,Sin actividad,5,si,sitio_web,pendiente,12,7,temporada_baja,no,3,excelente_viaje,53.08,30.33,51-60
U0498,44,otro,australia,turista,R00498,2024-01-19,2024-11-29,298,3,1,solo_vuelo,1161.73,tarjeta_de_crédito,barcelona,Sin alojamiento,ejecutiva,Sin actividad,1,si,sitio_web,cancelada,3,9,temporada_alta,si,2,no_me_gustó_el_servicio,1161.73,387.24,41-50
U0499,47,femenino,usa,negocios,R00499,2024-08-20,2024-09-18,131,4,2,vuelo_hotel,1616.16,tarjeta_de_crédito,nueva_york,resort,ejecutiva,Sin actividad,3,si,app_móvil,pendiente,3,3,temporada_baja,no,4,todo_bien,808.08,404.04,41-50
U0500,22,masculino,usa,negocios,R00500,2024-03-25,2024-05-14,64,9,4,solo_vuelo,893.84,transferencia_bancaria,nueva_york,Sin alojamiento,primera_clase,Sin actividad,8,no,agente_de_viajes,cancelada,7,1,temporada_baja,si,5,recomendado,223.46,99.32,19-30
U0501,61,femenino,usa,turista,R00501,2024-01-03,2024-08-14,51,3,1,vuelo_hotel,129.08,paypal,tokio,airbnb,económica,Sin actividad,9,si,sitio_web,cancelada,11,5,temporada_alta,no,1,problemas_con_la_reserva,129.08,43.03,60+
U0502,25,otro,australia,turista,R00502,2024-03-27,2024-05-25,234,10,2,vuelo_hotel,1010.2,tarjeta_de_crédito,nueva_york,airbnb,ejecutiva,Sin actividad,1,no,agente_de_viajes,confirmada,9,8,temporada_alta,no,5,todo_bien,505.1,101.02,19-30
U0503,29,masculino,usa,turista,R00503,2024-05-02,2024-05-10,171,6,4,vuelo_hotel_tour,582.25,paypal,londres,resort,económica,city_tour,2,si,sitio_web,pendiente,11,11,temporada_alta,no,3,todo_bien,145.56,97.04,19-30
U0504,52,femenino,usa,turista,R00504,2024-07-20,2024-10-10,337,13,4,vuelo_hotel_tour,1954.18,tarjeta_de_crédito,paris,resort,económica,Sin actividad,4,si,sitio_web,pendiente,4,8,temporada_baja,no,3,problemas_con_la_reserva,488.54,150.32,51-60
U0505,61,otro,usa,turista,R00505,2024-04-07,2024-07-30,158,5,2,vuelo_hotel,1046.95,paypal,barcelona,hotel,económica,Sin actividad,5,no,agente_de_viajes,pendiente,6,6,temporada_baja,si,4,excelente_viaje,523.48,209.39,60+
U0506,41,otro,usa,negocios,R00506,2024-05-08,2024-08-27,229,12,2,vuelo_hotel_tour,1197.94,tarjeta_de_crédito,londres,resort,ejecutiva,excursión_en_bote,3,si,agente_de_viajes,pendiente,11,4,temporada_alta,no,1,problemas_con_la_reserva,598.97,99.83,41-50
U0507,28,femenino,españa,turista,R00507,2024-07-18,2024-07-19,210,6,2,vuelo_hotel_tour,1981.2,transferencia_bancaria,tokio,airbnb,económica,excursión_en_bote,1,no,agente_de_viajes,cancelada,12,11,temporada_baja,no,2,Sin comentarios,990.6,330.2,19-30
U0508,41,femenino,españa,turista,R00508,2024-07-06,2024-11-11,314,4,1,vuelo_hotel,1598.68,tarjeta_de_crédito,tokio,airbnb,económica,Sin actividad,1,si,agente_de_viajes,cancelada,4,8,temporada_baja,si,5,recomendado,1598.68,399.67,41-50
U0509,45,femenino,alemania,negocios,R00509,2024-02-13,2024-02-26,147,4,2,vuelo_hotel_tour,416.36,transferencia_bancaria,londres,airbnb,primera_clase,Sin actividad,4,si,app_móvil,pendiente,9,2,temporada_alta,si,5,recomendado,208.18,104.09,41-50
U0510,34,femenino,uk,turista,R00510,2024-09-20,2024-10-02,116,14,1,solo_vuelo,1913.57,paypal,cancun,Sin alojamiento,económica,Sin actividad,4,no,app_móvil,pendiente,9,11,temporada_baja,no,5,excelente_viaje,1913.57,136.68,31-40
U0511,47,masculino,españa,turista,R00511,2024-02-15,2024-06-13,146,11,2,solo_vuelo,881.74,tarjeta_de_crédito,barcelona,Sin alojamiento,económica,Sin actividad,9,no,agente_de_viajes,pendiente,1,9,temporada_alta,si,1,no_me_gustó_el_servicio,440.87,80.16,41-50
U0512,59,otro,uk,negocios,R00512,2024-05-10,2024-10-25,208,9,1,vuelo_hotel_tour,477.15,tarjeta_de_crédito,londres,airbnb,primera_clase,Sin actividad,2,si,sitio_web,cancelada,4,6,temporada_alta,si,1,problemas_con_la_reserva,477.15,53.02,51-60
U0513,27,otro,alemania,negocios,R00513,2024-02-01,2024-05-27,27,12,2,solo_vuelo,1887.08,paypal,cancun,Sin alojamiento,económica,Sin actividad,8,si,sitio_web,pendiente,7,6,temporada_baja,no,2,problemas_con_la_reserva,943.54,157.26,19-30
U0514,51,femenino,india,turista,R00514,2024-02-29,2024-09-10,183,7,1,solo_vuelo,1861.69,tarjeta_de_crédito,tokio,Sin alojamiento,ejecutiva,Sin actividad,9,si,agente_de_viajes,confirmada,6,2,temporada_baja,si,3,problemas_con_la_reserva,1861.69,265.96,51-60
U0515,25,masculino,mexico,turista,R00515,2024-11-05,2024-11-16,20,13,2,vuelo_hotel,248.66,tarjeta_de_crédito,nueva_york,resort,económica,Sin actividad,1,no,app_móvil,cancelada,5,6,temporada_baja,no,4,recomendado,124.33,19.13,19-30
U0516,52,masculino,alemania,turista,R00516,2024-02-16,2024-04-12,234,5,4,solo_vuelo,551.88,transferencia_bancaria,roma,Sin alojamiento,ejecutiva,Sin actividad,6,no,sitio_web,cancelada,3,6,temporada_baja,si,5,recomendado,137.97,110.38,51-60
U0517,60,femenino,india,turista,R00517,2024-04-22,2024-06-02,341,12,2,vuelo_hotel_tour,358.44,paypal,cancun,airbnb,primera_clase,tour_en_bus,9,no,app_móvil,cancelada,10,8,temporada_baja,no,2,Sin comentarios,179.22,29.87,60+
U0518,54,otro,australia,negocios,R00518,2024-02-01,2024-11-17,363,4,3,solo_vuelo,1793.04,paypal,roma,Sin alojamiento,primera_clase,Sin actividad,4,no,agente_de_viajes,cancelada,4,1,temporada_alta,si,3,recomendado,597.68,448.26,51-60
U0519,32,otro,india,negocios,R00519,2024-02-06,2024-05-04,216,7,1,solo_vuelo,1653.06,transferencia_bancaria,londres,Sin alojamiento,ejecutiva,Sin actividad,8,si,agente_de_viajes,cancelada,10,6,temporada_baja,si,4,recomendado,1653.06,236.15,31-40
U0520,52,masculino,alemania,negocios,R00520,2024-03-25,2024-12-12,36,6,2,vuelo_hotel_tour,1091.01,paypal,nueva_york,resort,primera_clase,excursión_en_bote,1,no,agente_de_viajes,cancelada,5,2,temporada_alta,no,2,Sin comentarios,545.5,181.84,51-60
U0521,44,otro,australia,turista,R00521,2024-08-01,2024-10-26,107,9,3,solo_vuelo,464.33,tarjeta_de_crédito,nueva_york,Sin alojamiento,económica,Sin actividad,6,si,sitio_web,cancelada,11,7,temporada_alta,si,3,Sin comentarios,154.78,51.59,41-50
U0522,31,femenino,india,turista,R00522,2024-01-22,2024-07-03,21,1,2,vuelo_hotel,1665.69,tarjeta_de_crédito,cancun,airbnb,económica,Sin actividad,2,si,agente_de_viajes,cancelada,1,4,temporada_baja,si,4,recomendado,832.84,1665.69,31-40
U0523,35,otro,usa,negocios,R00523,2024-03-03,2024-10-24,26,9,4,vuelo_hotel_tour,751.51,paypal,tokio,airbnb,ejecutiva,excursión_en_bote,5,si,sitio_web,pendiente,10,10,temporada_alta,no,5,excelente_viaje,187.88,83.5,31-40
U0524,28,femenino,mexico,negocios,R00524,2024-02-04,2024-09-21,72,13,4,vuelo_hotel_tour,726.38,tarjeta_de_crédito,cancun,hotel,primera_clase,Sin actividad,5,no,app_móvil,cancelada,7,8,temporada_alta,si,5,recomendado,181.6,55.88,19-30
U0525,46,masculino,alemania,negocios,R00525,2024-04-16,2024-12-08,357,6,1,solo_vuelo,1470.93,transferencia_bancaria,roma,Sin alojamiento,primera_clase,Sin actividad,3,no,app_móvil,cancelada,6,4,temporada_baja,si,3,recomendado,1470.93,245.16,41-50
U0526,54,otro,uk,negocios,R00526,2024-07-29,2024-09-06,314,7,4,solo_vuelo,510.71,paypal,tokio,Sin alojamiento,ejecutiva,Sin actividad,9,si,sitio_web,cancelada,12,8,temporada_baja,si,4,recomendado,127.68,72.96,51-60
U0527,54,masculino,uk,negocios,R00527,2024-07-03,2024-09-24,254,9,3,vuelo_hotel_tour,1169.88,paypal,barcelona,resort,primera_clase,Sin actividad,3,no,sitio_web,pendiente,8,7,temporada_alta,no,4,todo_bien,389.96,129.99,51-60
U0528,20,femenino,mexico,turista,R00528,2024-08-15,2024-12-04,361,11,3,vuelo_hotel,272.93,transferencia_bancaria,londres,hotel,económica,Sin actividad,7,si,app_móvil,cancelada,5,3,temporada_baja,si,5,recomendado,90.98,24.81,19-30
U0529,36,femenino,australia,turista,R00529,2024-03-29,2024-08-29,6,5,4,solo_vuelo,1312.81,paypal,barcelona,Sin alojamiento,económica,Sin actividad,7,no,sitio_web,confirmada,5,5,temporada_alta,no,2,problemas_con_la_reserva,328.2,262.56,31-40
U0530,18,femenino,mexico,turista,R00530,2024-02-15,2024-09-16,119,14,3,solo_vuelo,159.35,paypal,paris,Sin alojamiento,económica,Sin actividad,4,no,agente_de_viajes,pendiente,9,1,temporada_baja,si,4,recomendado,53.12,11.38,19-30
U0531,22,otro,india,turista,R00531,2024-03-27,2024-06-21,166,12,3,solo_vuelo,1854.46,paypal,tokio,Sin alojamiento,económica,Sin actividad,4,si,sitio_web,cancelada,3,10,temporada_alta,no,5,recomendado,618.15,154.54,19-30
U0532,65,masculino,india,negocios,R00532,2024-05-24,2024-11-10,210,1,3,vuelo_hotel,573.56,paypal,cancun,hotel,económica,Sin actividad,9,si,sitio_web,cancelada,10,5,temporada_baja,no,1,no_me_gustó_el_servicio,191.19,573.56,60+
U0533,28,otro,usa,negocios,R00533,2024-06-26,2024-07-11,125,3,3,vuelo_hotel,148.53,transferencia_bancaria,nueva_york,airbnb,ejecutiva,Sin actividad,2,no,app_móvil,cancelada,7,2,temporada_alta,si,2,problemas_con_la_reserva,49.51,49.51,19-30
U0534,50,otro,alemania,turista,R00534,2024-05-18,2024-09-21,191,6,3,solo_vuelo,134.34,transferencia_bancaria,cancun,Sin alojamiento,económica,Sin actividad,5,si,app_móvil,cancelada,5,5,temporada_alta,si,1,problemas_con_la_reserva,44.78,22.39,51-60
U0535,57,femenino,alemania,turista,R00535,2024-06-23,2024-07-02,302,11,4,vuelo_hotel_tour,1172.22,paypal,nueva_york,hotel,económica,Sin actividad,9,no,agente_de_viajes,cancelada,10,3,temporada_baja,si,2,no_me_gustó_el_servicio,293.06,106.57,51-60
U0536,27,femenino,uk,turista,R00536,2024-03-24,2024-06-22,233,7,2,vuelo_hotel_tour,1189.97,paypal,tokio,hotel,ejecutiva,city_tour,7,si,sitio_web,confirmada,3,10,temporada_baja,si,4,recomendado,594.98,170.0,19-30
U0537,38,masculino,india,negocios,R00537,2024-04-15,2024-05-27,133,3,1,vuelo_hotel_tour,108.13,tarjeta_de_crédito,barcelona,resort,ejecutiva,excursión_en_bote,3,si,app_móvil,confirmada,1,9,temporada_alta,no,4,recomendado,108.13,36.04,31-40
U0538,33,femenino,mexico,turista,R00538,2024-01-01,2024-10-21,61,4,4,solo_vuelo,1680.85,paypal,roma,Sin alojamiento,económica,Sin actividad,2,no,agente_de_viajes,pendiente,1,6,temporada_alta,si,3,todo_bien,420.21,420.21,31-40
U0539,49,otro,usa,turista,R00539,2024-05-07,2024-08-05,295,8,3,vuelo_hotel,399.36,paypal,londres,resort,primera_clase,Sin actividad,1,si,sitio_web,confirmada,9,5,temporada_alta,no,3,recomendado,133.12,49.92,41-50
U0540,56,masculino,australia,negocios,R00540,2024-03-30,2024-04-13,50,6,3,vuelo_hotel_tour,1776.89,paypal,paris,resort,primera_clase,city_tour,7,si,agente_de_viajes,cancelada,1,11,temporada_alta,si,1,no_me_gustó_el_servicio,592.3,296.15,51-60
U0541,49,masculino,india,negocios,R00541,2024-02-21,2024-11-22,25,5,4,vuelo_hotel_tour,1158.0,tarjeta_de_crédito,cancun,hotel,primera_clase,tour_en_bus,8,si,app_móvil,confirmada,4,12,temporada_alta,no,5,todo_bien,289.5,231.6,41-50
U0542,54,masculino,alemania,negocios,R00542,2024-02-10,2024-05-17,238,3,2,solo_vuelo,295.87,paypal,barcelona,Sin alojamiento,ejecutiva,Sin actividad,1,no,app_móvil,cancelada,3,12,temporada_baja,si,4,problemas_con_la_reserva,147.94,98.62,51-60
U0543,18,otro,usa,turista,R00543,2024-02-23,2024-11-21,135,1,1,solo_vuelo,273.32,transferencia_bancaria,tokio,Sin alojamiento,ejecutiva,Sin actividad,4,no,sitio_web,confirmada,9,11,temporada_baja,si,2,no_me_gustó_el_servicio,273.32,273.32,19-30
U0544,51,masculino,india,turista,R00544,2024-07-30,2024-11-23,244,1,3,vuelo_hotel,104.38,tarjeta_de_crédito,nueva_york,resort,ejecutiva,Sin actividad,5,no,sitio_web,cancelada,7,7,temporada_alta,si,1,problemas_con_la_reserva,34.79,104.38,51-60
U0545,21,masculino,alemania,turista,R00545,2024-07-17,2024-10-16,134,9,1,solo_vuelo,1641.3,transferencia_bancaria,barcelona,Sin alojamiento,primera_clase,Sin actividad,6,si,sitio_web,pendiente,10,1,temporada_alta,no,4,todo_bien,1641.3,182.37,19-30
U0546,55,otro,alemania,negocios,R00546,2024-03-09,2024-07-18,301,13,3,vuelo_hotel_tour,1610.88,paypal,londres,resort,ejecutiva,excursión_en_bote,2,si,app_móvil,cancelada,11,8,temporada_alta,si,2,Sin comentarios,536.96,123.91,51-60
U0547,32,femenino,españa,turista,R00547,2024-08-16,2024-09-04,346,5,4,vuelo_hotel_tour,1655.01,paypal,londres,hotel,económica,excursión_en_bote,5,no,agente_de_viajes,cancelada,2,7,temporada_alta,si,1,problemas_con_la_reserva,413.75,331.0,31-40
U0548,30,otro,australia,negocios,R00548,2024-06-25,2024-07-11,32,11,2,vuelo_hotel,1041.96,transferencia_bancaria,londres,hotel,económica,Sin actividad,6,no,app_móvil,pendiente,11,12,temporada_alta,no,2,todo_bien,520.98,94.72,31-40
U0549,32,otro,uk,negocios,R00549,2024-03-01,2024-06-02,232,7,3,solo_vuelo,138.38,transferencia_bancaria,tokio,Sin alojamiento,ejecutiva,Sin actividad,1,si,app_móvil,cancelada,8,5,temporada_baja,si,1,problemas_con_la_reserva,46.13,19.77,31-40
U0550,51,otro,australia,negocios,R00550,2024-02-10,2024-06-29,252,1,2,solo_vuelo,1902.72,tarjeta_de_crédito,tokio,Sin alojamiento,económica,Sin actividad,3,no,app_móvil,pendiente,10,3,temporada_alta,si,3,excelente_viaje,951.36,1902.72,51-60
U0551,62,otro,usa,turista,R00551,2024-07-15,2024-08-24,148,10,3,solo_vuelo,1986.53,paypal,londres,Sin alojamiento,económica,Sin actividad,8,si,sitio_web,pendiente,4,3,temporada_baja,no,1,no_me_gustó_el_servicio,662.18,198.65,60+
U0552,64,otro,australia,negocios,R00552,2024-02-18,2024-12-15,19,9,1,solo_vuelo,1334.82,paypal,paris,Sin alojamiento,primera_clase,Sin actividad,4,no,sitio_web,cancelada,4,10,temporada_alta,si,2,no_me_gustó_el_servicio,1334.82,148.31,60+
U0553,64,masculino,uk,negocios,R00553,2024-08-07,2024-10-06,331,13,3,solo_vuelo,514.93,paypal,cancun,Sin alojamiento,económica,Sin actividad,7,si,agente_de_viajes,cancelada,8,5,temporada_alta,si,3,no_me_gustó_el_servicio,171.64,39.61,60+
U0554,24,femenino,australia,turista,R00554,2024-08-23,2024-10-28,312,2,2,vuelo_hotel_tour,130.24,transferencia_bancaria,tokio,airbnb,primera_clase,city_tour,7,si,agente_de_viajes,cancelada,2,7,temporada_alta,si,2,no_me_gustó_el_servicio,65.12,65.12,19-30
U0555,25,femenino,alemania,negocios,R00555,2024-05-24,2024-06-30,126,1,3,solo_vuelo,306.04,tarjeta_de_crédito,paris,Sin alojamiento,económica,Sin actividad,6,si,sitio_web,cancelada,9,8,temporada_alta,si,5,recomendado,102.01,306.04,19-30
U0556,37,masculino,alemania,turista,R00556,2024-03-21,2024-12-26,257,5,1,vuelo_hotel,1948.12,paypal,cancun,hotel,económica,Sin actividad,2,no,agente_de_viajes,confirmada,1,2,temporada_baja,si,2,no_me_gustó_el_servicio,1948.12,389.62,31-40
U0557,52,otro,españa,negocios,R00557,2024-02-02,2024-04-06,212,7,3,vuelo_hotel_tour,1755.13,paypal,nueva_york,airbnb,ejecutiva,city_tour,4,si,agente_de_viajes,pendiente,11,3,temporada_baja,no,5,excelente_viaje,585.04,250.73,51-60
U0558,19,masculino,españa,turista,R00558,2024-04-26,2024-11-10,150,4,4,vuelo_hotel,1266.55,paypal,roma,resort,económica,Sin actividad,7,si,app_móvil,pendiente,1,3,temporada_baja,no,3,excelente_viaje,316.64,316.64,19-30
U0559,48,masculino,india,negocios,R00559,2024-05-25,2024-11-04,131,6,2,vuelo_hotel_tour,1507.06,transferencia_bancaria,londres,resort,económica,excursión_en_bote,9,no,agente_de_viajes,cancelada,2,2,temporada_alta,no,2,no_me_gustó_el_servicio,753.53,251.18,41-50
U0560,55,otro,uk,turista,R00560,2024-10-03,2024-12-24,97,9,4,vuelo_hotel_tour,389.67,paypal,cancun,resort,primera_clase,excursión_en_bote,5,no,sitio_web,cancelada,6,5,temporada_baja,si,3,todo_bien,97.42,43.3,51-60
U0561,59,otro,alemania,negocios,R00561,2024-10-16,2024-12-21,79,4,4,solo_vuelo,737.5,paypal,paris,Sin alojamiento,primera_clase,Sin actividad,4,no,agente_de_viajes,pendiente,12,4,temporada_baja,no,2,no_me_gustó_el_servicio,184.38,184.38,51-60
U0562,44,otro,usa,turista,R00562,2024-03-04,2024-03-24,300,7,1,vuelo_hotel,1194.7,paypal,tokio,airbnb,primera_clase,Sin actividad,8,no,app_móvil,pendiente,4,11,temporada_baja,no,5,excelente_viaje,1194.7,170.67,41-50
U0563,57,femenino,españa,turista,R00563,2024-07-07,2024-08-08,347,3,1,vuelo_hotel_tour,1615.97,paypal,paris,airbnb,primera_clase,city_tour,6,no,sitio_web,pendiente,6,5,temporada_alta,no,4,recomendado,1615.97,538.66,51-60
U0564,63,masculino,españa,turista,R00564,2024-06-24,2024-10-09,145,2,2,solo_vuelo,1918.42,paypal,nueva_york,Sin alojamiento,económica,Sin actividad,5,no,agente_de_viajes,pendiente,9,11,temporada_baja,no,5,excelente_viaje,959.21,959.21,60+
U0565,60,masculino,españa,turista,R00565,2024-06-11,2024-07-10,232,3,2,solo_vuelo,921.47,tarjeta_de_crédito,roma,Sin alojamiento,primera_clase,Sin actividad,9,no,sitio_web,pendiente,10,1,temporada_baja,no,4,excelente_viaje,460.74,307.16,60+
U0566,54,masculino,españa,turista,R00566,2024-02-17,2024-08-29,321,6,1,vuelo_hotel_tour,503.39,transferencia_bancaria,londres,resort,ejecutiva,city_tour,1,si,sitio_web,confirmada,11,3,temporada_baja,si,5,excelente_viaje,503.39,83.9,51-60
U0567,53,otro,alemania,negocios,R00567,2024-05-08,2024-12-22,68,12,1,vuelo_hotel,839.82,paypal,roma,resort,ejecutiva,Sin actividad,7,si,agente_de_viajes,pendiente,4,2,temporada_alta,si,5,excelente_viaje,839.82,69.98,51-60
U0568,60,masculino,uk,turista,R00568,2024-09-26,2024-10-08,20,7,3,vuelo_hotel,1808.48,tarjeta_de_crédito,nueva_york,airbnb,ejecutiva,Sin actividad,5,no,sitio_web,confirmada,5,2,temporada_alta,no,2,no_me_gustó_el_servicio,602.83,258.35,60+
U0569,18,femenino,usa,turista,R00569,2024-03-14,2024-11-24,118,5,2,vuelo_hotel,243.65,tarjeta_de_crédito,nueva_york,airbnb,económica,Sin actividad,6,no,agente_de_viajes,cancelada,9,9,temporada_baja,no,4,recomendado,121.82,48.73,19-30
U0570,51,femenino,australia,turista,R00570,2024-05-05,2024-11-01,250,7,4,solo_vuelo,1137.73,transferencia_bancaria,londres,Sin alojamiento,económica,Sin actividad,2,si,app_móvil,cancelada,7,11,temporada_baja,si,3,recomendado,284.43,162.53,51-60
U0571,44,masculino,españa,turista,R00571,2024-10-26,2024-11-21,33,14,1,solo_vuelo,1687.01,paypal,cancun,Sin alojamiento,económica,Sin actividad,1,si,sitio_web,cancelada,5,2,temporada_alta,no,2,no_me_gustó_el_servicio,1687.01,120.5,41-50
U0572,33,otro,australia,negocios,R00572,2024-01-16,2024-11-19,52,4,2,solo_vuelo,1575.77,tarjeta_de_crédito,barcelona,Sin alojamiento,ejecutiva,Sin actividad,7,si,app_móvil,cancelada,7,8,temporada_baja,si,5,recomendado,787.88,393.94,31-40
U0573,25,otro,españa,turista,R00573,2024-04-04,2024-04-22,245,8,1,vuelo_hotel,668.59,tarjeta_de_crédito,nueva_york,resort,ejecutiva,Sin actividad,1,si,app_móvil,pendiente,12,5,temporada_baja,si,4,recomendado,668.59,83.57,19-30
U0574,31,femenino,usa,negocios,R00574,2024-02-02,2024-09-26,62,6,3,vuelo_hotel_tour,1859.99,transferencia_bancaria,cancun,airbnb,económica,tour_en_bus,1,si,agente_de_viajes,pendiente,9,12,temporada_baja,no,1,problemas_con_la_reserva,620.0,310.0,31-40
U0575,21,masculino,india,turista,R00575,2024-08-16,2024-10-14,364,6,3,solo_vuelo,1314.25,transferencia_bancaria,roma,Sin alojamiento,económica,Sin actividad,5,si,agente_de_viajes,pendiente,5,2,temporada_baja,no,5,excelente_viaje,438.08,219.04,19-30
U0576,38,femenino,uk,turista,R00576,2024-09-06,2024-12-07,343,1,2,vuelo_hotel_tour,448.51,transferencia_bancaria,cancun,airbnb,primera_clase,Sin actividad,5,no,sitio_web,pendiente,2,8,temporada_alta,no,2,problemas_con_la_reserva,224.26,448.51,31-40
U0577,27,femenino,usa,turista,R00577,2024-05-13,2024-07-04,127,12,3,vuelo_hotel,480.0,paypal,cancun,hotel,primera_clase,Sin actividad,4,si,sitio_web,cancelada,3,9,temporada_baja,si,3,recomendado,160.0,40.0,19-30
U0578,35,femenino,españa,turista,R00578,2024-08-04,2024-08-07,203,14,3,vuelo_hotel,1796.29,tarjeta_de_crédito,tokio,hotel,ejecutiva,Sin actividad,3,si,agente_de_viajes,confirmada,1,11,temporada_baja,no,3,problemas_con_la_reserva,598.76,128.31,31-40
U0579,48,otro,uk,negocios,R00579,2024-02-17,2024-03-31,331,1,4,vuelo_hotel_tour,1816.16,paypal,cancun,hotel,primera_clase,tour_en_bus,6,no,agente_de_viajes,cancelada,4,3,temporada_baja,si,1,problemas_con_la_reserva,454.04,1816.16,41-50
U0580,40,femenino,australia,turista,R00580,2024-03-16,2024-11-02,206,1,2,solo_vuelo,1808.86,tarjeta_de_crédito,londres,Sin alojamiento,económica,Sin actividad,2,si,sitio_web,cancelada,10,11,temporada_baja,si,4,problemas_con_la_reserva,904.43,1808.86,41-50
U0581,65,femenino,australia,turista,R00581,2024-02-29,2024-12-15,104,13,1,vuelo_hotel_tour,1108.31,tarjeta_de_crédito,roma,hotel,primera_clase,tour_en_bus,3,si,sitio_web,cancelada,6,10,temporada_baja,no,2,no_me_gustó_el_servicio,1108.31,85.25,60+
U0582,40,otro,australia,negocios,R00582,2024-07-27,2024-12-15,137,12,3,solo_vuelo,1520.61,paypal,barcelona,Sin alojamiento,económica,Sin actividad,9,no,app_móvil,cancelada,11,1,temporada_alta,no,1,problemas_con_la_reserva,506.87,126.72,41-50
U0583,36,otro,alemania,turista,R00583,2024-02-16,2024-06-10,110,3,2,solo_vuelo,853.14,transferencia_bancaria,londres,Sin alojamiento,ejecutiva,Sin actividad,9,no,sitio_web,pendiente,4,7,temporada_baja,no,5,recomendado,426.57,284.38,31-40
U0584,48,masculino,mexico,negocios,R00584,2024-07-13,2024-10-04,107,10,4,vuelo_hotel_tour,659.66,paypal,tokio,hotel,ejecutiva,Sin actividad,3,no,sitio_web,confirmada,5,2,temporada_alta,no,2,problemas_con_la_reserva,164.92,65.97,41-50
U0585,34,femenino,españa,turista,R00585,2024-02-10,2024-04-20,150,11,4,solo_vuelo,834.6,tarjeta_de_crédito,cancun,Sin alojamiento,económica,Sin actividad,1,si,agente_de_viajes,pendiente,10,11,temporada_alta,si,5,excelente_viaje,208.65,75.87,31-40
U0586,31,femenino,usa,turista,R00586,2024-04-15,2024-12-16,142,14,1,vuelo_hotel,1081.35,tarjeta_de_crédito,londres,hotel,económica,Sin actividad,5,no,app_móvil,pendiente,4,2,temporada_alta,no,5,excelente_viaje,1081.35,77.24,31-40
U0587,43,otro,australia,turista,R00587,2024-06-22,2024-10-02,168,4,1,vuelo_hotel,201.44,transferencia_bancaria,tokio,airbnb,primera_clase,Sin actividad,6,si,app_móvil,confirmada,8,3,temporada_alta,no,1,problemas_con_la_reserva,201.44,50.36,41-50
